official,office,fonction,direction,date,lobby,lobby_id,subject,location,canceled,source
Andrus Ansip,Digital Single Market,Commissioner,,2015-10-26,DIGITALEUROPE (DE),64270747023-20,"Digital Single Market, Data economy, Safe Harbour",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac
Andrus Ansip,Digital Single Market,Commissioner,,2015-10-14,European CIO Association (EuroCIO),85172105610-37,Meeting with tech businesses after Safe Harbour ruling,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac
Andrus Ansip,Digital Single Market,Commissioner,,2015-10-13,Nokia,35167875358-33,"DSM, TSM, investment, standarization",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac
Andrus Ansip,Digital Single Market,Commissioner,,2015-10-05,European Round Table of Industrialists (ERT),25487567824-45,"Connectivity, start-ups",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac
Andrus Ansip,Digital Single Market,Commissioner,,2015-10-01,INTERNATIONAL FEDERATION OF MUSICIANS (FIM),01953872943-65,"Intellectual property rights, platforms",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-25,"Mitsubishi Heavy Industries, Ltd.",449251118777-62,"Digital Single Market in Europe, International cooperation in digital issues, Mitsubishi Heavy Industries company overview",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-24,Broadcast Networks Europe (BNE),298887016981-26,Spectrum,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-22,TalkTalk Group,588726515320-19,Broadband,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-22,EuroCommerce,84973761187-60,"Digital Single Market, data protection and security",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-17,IBM Corporation (IBM),7721359944-96,"DSM, IoT, free flow of data, data protection, e-health, e-payments",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-17,International Federation of Film Distributors' Associations (FIAD),757797110981-25,Intellectual Property Rights,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-15,Centre for Fine Arts (BOZAR),981651218089-69,"Innovation and creative industry, copyright",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-10,LT-Innovate (LTi),645002016924-12,Multilingualism,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-04,TransferWise Ltd,843309518020-96,"Future of banking, customer identification in the EU, transparency of pricing",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-09-01,Hubert Burda Media Holding Kommanditgesellschaft,730036917015-61,"Copyright, data protection, safe harbour",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=2
Andrus Ansip,Digital Single Market,Commissioner,,2015-07-20,European Round Table of Industrialists (ERT),25487567824-45,"Digital Single Market, data economy",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-07-13,European Blind Union (EBU),42378755934-87,"Digital Single Market, accessibility",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-07-02,World Economic Forum,953426816942-83,Digital Single Market strategy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-07-02,UPS Europe SPRL/BVBA,07691616536-09,Parcel delivery,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-06-29,Facebook Ireland Limited (FB-I),28666427835-74,"Digital Single Market, data protection and privacy",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-06-29,European Producers Club (EPC),344910313351-14,"Digital Single Market, copyright",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-06-22,Society of Audiovisual Authors (SAA),99336382936-11,"Copyright, remuneration of authors",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-06-03,Sky plc (SKY),62536168216-12,"Media services, copyright, broadcasting",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-06-02,"Société des Auteurs, Compositeurs et Editeurs de Musique (SACEM)",829208810503-45,"Copyright, music industry development and platforms",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-06-02,CECED (European Committee of Domestic Equipment Manufacturers) (CECED),04201463642-88,"Industry, internet of things, standardisation",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=3
Andrus Ansip,Digital Single Market,Commissioner,,2015-05-26,Symantec Corporation (SYMC),3612325809-89,"Cybersecurity, privacy, cooperation with industry",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-05-18,Alliance for Intellectual Property (Alliance for IP),059925414814-71,"Copyright, copyright enforcement",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-05-11,BUSINESSEUROPE,3978240953-79,"DSM, Industry 4.0",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-05-07,Gemalto SA,963255916498-75,"Data cloud and security, NIS",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-04-30,Tele2 AB,87921819473-65,Data roaming,Stockholm,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-04-29,Ericsson,02021363105-42,"Digital Single Market policy, R&D, spectrum",Stockholm,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-04-16,Association of European Public Postal Operators (PostEurop AISBL),092682012915-24,"Digital Single Market, parcel delivery, industry voluntary action",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-04-15,European Broadcasting Union - Union Européenne de Radio-télévision AISBL (EBU-UER AISBL),93288301615-56,"Copyright, audiovisual media",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-04-14,IFPI Representing recording industry worldwide (I.F.P.I.),60394321918-91,"Copyright, value gap",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-31,Motion Picture Association (MPA),95201401713-39,Copyright,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=4
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-19,The Lisbon Council for Economic Competitiveness and Social Renewal asbl (The Lisbon Council),6766950469-32,"Digital Single Market, copyright",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-18,Construction Products Europe,48010783162-91,European standardisation - Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-16,International Chamber of Commerce (ICC),50674299591-83,Digital Single Market strategy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-12,Institute of International Finance (IIF),48714858158-06,"Digital Single Market, future of finance",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-09,European Digital Media Association (EDiMA),53905947933-43,"Digital Single Market, platforms",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-04,Scania AB (publ) (Scania),3305029916-47,"Industrial internet, big data use and analytics, connected vehicles, coordinated spectrum",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-03,"AT&T, Inc. (AT&T)",92442218459-37,"Digital Single Market, copyright",Barcelona,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-03,Ericsson,02021363105-42,"Digital Single Market, net neutrality, spectrum",Barcelona,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-03-02,GSMA Europe (GSMA Europe),30988577529-37,Digital Single Market,Barcelona,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-26,Huawei Technologies (Huawei),114467111412-38,"Digital Single Market strategy and Huawei European investments in R&D, broadband roll-out, development of 5G",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=5
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-26,European Publishers Council (EPC),4456380381-30,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-23,Apple Inc.,588327811384-96,"Digital Single Market, portability of content, standards and job creation through the app economy",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-19,European Publishers Council (EPC),4456380381-30,Platforms and data,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-17,Centre for European Policy Studies (CEPS),86853666704-95,Digital Single Market Strategy,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-16,European Competitive Telecommuniations Association (ECTA),24627752238-32,"Investments, regulatory framework, competition in telecoms sector",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-16,European Telecommunications Standards Institute (ETSI),474710916419-15,"Digital Single Market strategy, standardisation",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-12,Axel Springer SE (AS SE),742417913824-11,"Digital Single Market, copyright",Berlin,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-05,EUROCHAMBRES – Association of European Chambers of Commerce and Industry (eurochambres),0014082722-83,"Digital Single Market, e-commerce, eIDAS regulation, eGovernment",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-04,TeliaSonera AB,381805014604-45,"Digital Single Market, Telecom Single Market",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-03,Alcatel-Lucent (ALU),78432668420-81,Telecom Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=6
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-03,ChinaEU,395485815776-81,Investments and ICT collaboration,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=7
Andrus Ansip,Digital Single Market,Commissioner,,2015-02-02,Deutsche Telekom (DT),60052162589-72,"Digital Single Market, Telecom Single Market, investments",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=7
Andrus Ansip,Digital Single Market,Commissioner,,2015-01-29,British Broadcasting Corporation (BBC),336906714921-03,"General Digital Single Market strategy, access to content, media policy",Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=7
Andrus Ansip,Digital Single Market,Commissioner,,2015-01-29,Royal Mail Group (RMG),654861413162-14,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=7
Andrus Ansip,Digital Single Market,Commissioner,,2015-01-22,Uber,002278013515-26,Digital Single Market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=57870d0f-2fb5-4f5b-9bea-7f2a661c64ac&d-6679426-p=7
